field_name,feature_name,weight,abs_weight
company,char_len,-0.5140765738661008,0.5140765738661008
company,height_norm,0.5076979754836147,0.5076979754836147
company,area_norm,-0.3584572982532261,0.3584572982532261
company,contains_address_hint,0.34873261665255706,0.34873261665255706
company,nearest_address_hint_norm,0.2649342565639397,0.2649342565639397
company,digit_ratio,0.25169778557815864,0.25169778557815864
company,contains_address_number,-0.24799323275609972,0.24799323275609972
company,contains_date_pattern,0.23965043947441408,0.23965043947441408
company,nearest_total_hint_norm,0.21234189223651107,0.21234189223651107
company,contains_date_hint,-0.15128945961198184,0.15128945961198184
company,y_bottom_norm,0.1488079427149183,0.1488079427149183
company,amount_value_norm,-0.1452256925822567,0.1452256925822567
company,amount_is_doc_max,0.1444988063980882,0.1444988063980882
company,width_norm,0.1371067244290363,0.1371067244290363
company,x_right_norm,0.13000133747102957,0.13000133747102957
company,amount_match_count,-0.12669762520930658,0.12669762520930658
company,n_lines,-0.09438385085870764,0.09438385085870764
company,contains_currency_marker,0.09150798949420752,0.09150798949420752
company,nearest_date_hint_norm,-0.0844951385610227,0.0844951385610227
company,contains_total_hint,-0.07039152572451539,0.07039152572451539
company,x_left_norm,-0.06582933454331992,0.06582933454331992
company,y_center_norm,0.06441694557017817,0.06441694557017817
company,contains_amount_pattern,-0.060659279921806565,0.060659279921806565
company,x_center_norm,0.054530684586338224,0.054530684586338224
company,upper_ratio,-0.04750231731018577,0.04750231731018577
company,source_is_span,-0.03129409736356993,0.03129409736356993
company,source_is_line,0.0312940973635679,0.0312940973635679
company,y_top_norm,-0.018858598729242428,0.018858598729242428
company,source_is_regex,0.0,0.0
date,contains_date_pattern,4.4346068303066435,4.4346068303066435
date,digit_ratio,2.7704529174625967,2.7704529174625967
date,alpha_ratio,-2.2092406366213035,2.2092406366213035
date,upper_ratio,1.417474391432561,1.417474391432561
date,amount_value_norm,1.3539009013550558,1.3539009013550558
date,area_norm,0.7985908214027606,0.7985908214027606
date,width_norm,-0.5925962593485198,0.5925962593485198
date,token_count,0.5788599987970439,0.5788599987970439
date,nearest_address_hint_norm,0.4924469075688702,0.4924469075688702
date,nearest_company_hint_norm,0.480597606842838,0.480597606842838
date,contains_date_hint,0.4783284562553258,0.4783284562553258
date,nearest_total_hint_norm,-0.3731262347677358,0.3731262347677358
date,source_is_regex,-0.3682519242177313,0.3682519242177313
date,source_is_line,0.36825192421772895,0.36825192421772895
date,rank_from_bottom_norm,0.3355814890955498,0.3355814890955498
date,rank_from_top_norm,-0.33558148909554897,0.33558148909554897
date,x_right_norm,-0.2885359708740788,0.2885359708740788
date,x_left_norm,0.23684109585905772,0.23684109585905772
date,char_len,0.14395786236261382,0.14395786236261382
date,contains_address_hint,-0.13516161565335516,0.13516161565335516
date,nearest_date_hint_norm,-0.12832556493028036,0.12832556493028036
date,amount_is_doc_max,0.054396841317380255,0.054396841317380255
date,x_center_norm,-0.031148165822653923,0.031148165822653923
date,contains_amount_pattern,-0.01582489474096731,0.01582489474096731
date,amount_match_count,-0.01582489474096731,0.01582489474096731
date,contains_company_hint,0.015101368949408564,0.015101368949408564
date,y_top_norm,-0.013523202604095175,0.013523202604095175
date,y_center_norm,-0.013396967011206528,0.013396967011206528
date,y_bottom_norm,-0.013269262764447369,0.013269262764447369
date,height_norm,0.008681181245911176,0.008681181245911176
date,contains_total_hint,0.00835818408737789,0.00835818408737789
date,contains_entity_suffix,0.00835818408737789,0.00835818408737789
date,contains_street_token,0.007046581281773338,0.007046581281773338
date,n_lines,0.0,0.0
date,contains_currency_marker,0.0,0.0
date,contains_address_number,0.0,0.0
date,source_is_span,0.0,0.0
total,nearest_total_hint_norm,-1.4474578292025395,1.4474578292025395
total,digit_ratio,1.1675549721115477,1.1675549721115477
total,char_len,0.4031120797867931,0.4031120797867931
total,alpha_ratio,0.28139215241338555,0.28139215241338555
