field_name,feature_name,weight,abs_weight
address,alpha_ratio,2.3815698623657227,2.3815698623657227
address,digit_ratio,1.9699102640151978,1.9699102640151978
address,nearest_total_hint_norm,1.5400041341781616,1.5400041341781616
address,char_len,1.4485900402069092,1.4485900402069092
address,nearest_address_hint_norm,1.3884743452072144,1.3884743452072144
address,x_left_norm,1.363183856010437,1.363183856010437
address,contains_street_token,1.36235511302948,1.36235511302948
address,nearest_date_hint_norm,1.3118610382080078,1.3118610382080078
address,x_center_norm,1.2434056997299194,1.2434056997299194
address,height_norm,1.2262510061264038,1.2262510061264038
address,token_count,1.21297025680542,1.21297025680542
address,contains_date_pattern,1.1902365684509277,1.1902365684509277
address,x_right_norm,1.1638802289962769,1.1638802289962769
address,width_norm,1.1490195989608765,1.1490195989608765
address,contains_address_hint,1.1471712589263916,1.1471712589263916
address,y_bottom_norm,1.1228080987930298,1.1228080987930298
address,n_lines,1.1067615747451782,1.1067615747451782
address,y_center_norm,1.0878833532333374,1.0878833532333374
address,y_top_norm,1.0746583938598633,1.0746583938598633
address,source_is_line,1.0648096799850464,1.0648096799850464
address,nearest_company_hint_norm,1.0514613389968872,1.0514613389968872
address,amount_match_count,1.046086311340332,1.046086311340332
address,contains_entity_suffix,1.0428578853607178,1.0428578853607178
address,contains_amount_pattern,1.0368893146514893,1.0368893146514893
address,contains_company_hint,1.0077452659606934,1.0077452659606934
address,contains_date_hint,0.9983051419258118,0.9983051419258118
address,contains_currency_marker,0.9810249209403992,0.9810249209403992
address,contains_total_hint,0.9699693322181702,0.9699693322181702
address,rank_from_top_norm,0.9697133302688599,0.9697133302688599
address,rank_from_bottom_norm,0.9286325573921204,0.9286325573921204
address,area_norm,0.8917841911315918,0.8917841911315918
address,contains_address_number,0.8502574563026428,0.8502574563026428
address,source_is_span,0.8443648815155029,0.8443648815155029
address,upper_ratio,0.8301287889480591,0.8301287889480591
address,amount_value_norm,0.2878096401691437,0.2878096401691437
address,source_is_regex,0.0,0.0
address,amount_is_doc_max,0.0,0.0
company,rank_from_bottom_norm,1.499640941619873,1.499640941619873
company,rank_from_top_norm,1.4765211343765259,1.4765211343765259
company,contains_company_hint,1.2415153980255127,1.2415153980255127
company,nearest_company_hint_norm,1.215816617012024,1.215816617012024
company,contains_entity_suffix,1.2153137922286987,1.2153137922286987
company,nearest_total_hint_norm,1.2028021812438965,1.2028021812438965
company,contains_street_token,1.1648138761520386,1.1648138761520386
company,alpha_ratio,1.1369705200195312,1.1369705200195312
company,digit_ratio,1.1355699300765991,1.1355699300765991
company,nearest_date_hint_norm,1.130430817604065,1.130430817604065
company,nearest_address_hint_norm,1.1004453897476196,1.1004453897476196
company,contains_address_hint,1.0194592475891113,1.0194592475891113
company,contains_date_pattern,1.0184056758880615,1.0184056758880615
company,x_center_norm,1.0001537799835205,1.0001537799835205
company,y_center_norm,0.9605337381362915,0.9605337381362915
company,token_count,0.9511604905128479,0.9511604905128479
company,contains_total_hint,0.9380707144737244,0.9380707144737244
company,n_lines,0.9378464818000793,0.9378464818000793
company,upper_ratio,0.9312336444854736,0.9312336444854736
company,y_bottom_norm,0.9222870469093323,0.9222870469093323
company,source_is_line,0.911377489566803,0.911377489566803
company,source_is_span,0.9021694660186768,0.9021694660186768
company,contains_date_hint,0.8935596942901611,0.8935596942901611
company,amount_match_count,0.8805679082870483,0.8805679082870483
company,x_left_norm,0.8785708546638489,0.8785708546638489
company,height_norm,0.8642408847808838,0.8642408847808838
company,contains_amount_pattern,0.8639286756515503,0.8639286756515503
company,contains_address_number,0.858622670173645,0.858622670173645
company,char_len,0.8166154026985168,0.8166154026985168
company,x_right_norm,0.7849439382553101,0.7849439382553101
company,contains_currency_marker,0.7848708033561707,0.7848708033561707
company,width_norm,0.7735039591789246,0.7735039591789246
company,area_norm,0.7695586681365967,0.7695586681365967
company,y_top_norm,0.740739107131958,0.740739107131958
company,amount_value_norm,0.5734866261482239,0.5734866261482239
company,amount_is_doc_max,5.308822876262884e-20,5.308822876262884e-20
company,source_is_regex,1.3476627680312097e-20,1.3476627680312097e-20
date,contains_date_pattern,1.3466582298278809,1.3466582298278809
date,digit_ratio,1.0170011520385742,1.0170011520385742
date,alpha_ratio,1.0057071447372437,1.0057071447372437
date,token_count,0.9554017782211304,0.9554017782211304
date,nearest_address_hint_norm,0.9434278607368469,0.9434278607368469
date,upper_ratio,0.9363784193992615,0.9363784193992615
date,nearest_date_hint_norm,0.9219450950622559,0.9219450950622559
date,char_len,0.9119967222213745,0.9119967222213745
date,contains_address_hint,0.9094704389572144,0.9094704389572144
date,width_norm,0.9069361090660095,0.9069361090660095
date,source_is_line,0.9063761830329895,0.9063761830329895
date,y_top_norm,0.8930748105049133,0.8930748105049133
date,contains_date_hint,0.8918945789337158,0.8918945789337158
date,nearest_total_hint_norm,0.8892677426338196,0.8892677426338196
date,contains_company_hint,0.8845884799957275,0.8845884799957275
date,y_bottom_norm,0.88455730676651,0.88455730676651
date,contains_amount_pattern,0.8789821267127991,0.8789821267127991
date,amount_match_count,0.8773440718650818,0.8773440718650818
date,height_norm,0.873104453086853,0.873104453086853
date,x_left_norm,0.8656849265098572,0.8656849265098572
date,area_norm,0.858720064163208,0.858720064163208
date,source_is_regex,0.8475270867347717,0.8475270867347717
date,contains_entity_suffix,0.8411814570426941,0.8411814570426941
